Linf,K,t0
94.32698951,0.05565819,-6.119162028
100.0014793,0.048232929,-6.209632481
103.0674684,0.042858388,-6.966572386
90.03858253,0.065972141,-4.336528862
71.46132014,0.146058923,-1.312216627
83.40054802,0.075648665,-4.634497841
82.43372147,0.076922026,-4.273299749
92.3534609,0.053941497,-6.175989986
97.49287313,0.054271019,-5.342774975
83.18413593,0.089534007,-2.629987746
106.3077408,0.035412029,-9.676541513
92.82339456,0.054797958,-6.185831129
93.55287319,0.057437442,-4.79739713
81.19758692,0.081865449,-4.204745509
94.85700494,0.050502861,-6.30121801
93.35447717,0.062723561,-3.506767829
90.18778834,0.069506834,-4.021271867
93.83615152,0.052681041,-6.274298137
72.70210791,0.140708431,-1.636400985
81.3076471,0.078784838,-4.742015299
94.26885267,0.047437247,-7.157959335
88.39700231,0.059277426,-6.326126924
91.09337691,0.056509131,-6.218308925
98.42441658,0.058872791,-4.743132709
100.9303736,0.041865733,-8.028159463
96.82720286,0.043222948,-8.988675881
96.6352306,0.058961105,-3.797204368
110.2770398,0.036603556,-8.231567291
94.96221853,0.07031806,-3.274874798
99.8629121,0.045292179,-7.39913166
133.7554337,0.024514416,-9.722645565
98.35003507,0.048102949,-6.097376831
99.92433912,0.054203125,-4.689068845
69.26979125,0.136678597,-1.926525214
92.62045313,0.06285025,-4.380460239
96.06097726,0.05468609,-5.29684751
85.57468693,0.093765526,-2.444183885
118.5561621,0.029494224,-10.14872032
89.48067362,0.06480466,-4.396994295
77.13004471,0.093493677,-3.100363848
82.5867088,0.075049734,-4.299683964
97.49575741,0.047094609,-7.557995316
84.71445215,0.082112878,-3.179137772
80.81296573,0.079937448,-3.938336571
102.3513504,0.045063289,-7.265885053
97.27890696,0.045785862,-7.325456542
90.53955626,0.058415235,-6.134721216
94.52037022,0.059976128,-4.92733887
83.25421309,0.085330611,-2.649403883
96.7577682,0.052448531,-5.642621463
80.16664072,0.085652484,-3.438647317
125.9124657,0.027117049,-10.40104312
78.31149119,0.103109318,-2.258481697
94.78852041,0.04919058,-6.741432743
83.82648901,0.076484904,-4.379715102
90.38958969,0.066821231,-3.822721407
93.60293282,0.064103442,-3.67985316
82.63061112,0.093996841,-2.33811505
66.60379827,0.163268589,-1.286700132
94.66236346,0.056082374,-5.356255096
83.82648901,0.076484904,-4.379715102
90.38958969,0.066821231,-3.822721407
93.60293282,0.064103442,-3.67985316
82.63061112,0.093996841,-2.33811505
66.60379827,0.163268589,-1.286700132
94.66236346,0.056082374,-5.356255096
83.82648901,0.076484904,-4.379715102
90.38958969,0.066821231,-3.822721407
93.60293282,0.064103442,-3.67985316
82.63061112,0.093996841,-2.33811505
66.60379827,0.163268589,-1.286700132
94.66236346,0.056082374,-5.356255096
83.82648901,0.076484904,-4.379715102
84.83887901,0.087672518,-3.386351979
95.59839082,0.051655271,-6.468541621
96.02117559,0.051860387,-6.177831808
88.30430075,0.074404997,-3.69052569
94.73207361,0.053153945,-5.716405317
72.00478353,0.16662102,-0.433473693
93.13770491,0.056678112,-5.54384711
