"Linf";"K";"t_anchor";"C";"ts";"phiL"
80.38936572885;0.175644161604413;0.429543632404849;0.595888025136662;0.365300712182471;3.05503092265476
78.0203418273139;0.142166174288416;0.569819678587611;0.467391410894168;0.750539308914132;2.93721197412419
121.033198162913;0.0614230632781982;0.884644508361816;0.631334155797958;0.525187969207764;2.9541404900339
69.6373793035746;0.154542461037636;0.60405059158802;0.557575225830078;0.494608670473099;2.87473266144666
81.8870592578039;0.111953800275539;0.377462890598302;0.385490621629061;0.355155004974743;2.87546939017668
91.1541807502508;0.110238552093506;0.651410385966301;0.643853113055229;0.564213871955872;2.96188668482889
102.06180550158;0.0673495680093765;0.407852038741112;0.660838440060616;0.597846895456314;2.84606130814291
66.7696739340239;0.31110793107174;0.269914051916233;0.583746166318255;0.35510563149388;3.14206959348682
74.7723232981887;0.17547030231137;0.277384271035438;0.822390245884976;0.449788420012715;2.99168537450389
72.1849966496229;0.226884037256241;0.606853842735291;0.608682066202164;0.637823224067688;3.07269782287012
111.01377388835;0.0538432449102402;0.612644448876381;0.230322241783142;0.47229528427124;2.82188495843701
80.7137770950794;0.120523914694786;0.552542373538017;0.353482350707054;0.599626213312149;2.89496857159622
128.04707019031;0.038785457611084;0.45609937608242;0.512619882822037;0.690870016813278;2.80340821173532
79.9629231393337;0.123794242739677;0.554555803537369;0.5573391020298;0.463196828961372;2.89847777132598
74.6682824194431;0.204805284738541;0.509716212749481;0.755532130599022;0.479912459850311;3.05761348175884
74.763633877039;0.125273138284683;0.479443699121475;0.526190832257271;0.648860692977905;2.84523876140114
74.5235390514135;0.1250289529562;0.395346865057945;0.348240107297897;0.498699516057968;2.84159753611783
95.3562692701817;0.0888522416353226;0.358505621552467;0.45961295068264;0.588388085365295;2.90736689168861
96.149553284049;0.0872054547071457;0.230649188160896;0.568835392594337;0.428334444761276;2.90643819257942
73.0577667951584;0.299314215779305;0.439149409532547;0.62348310649395;0.519832730293274;3.20346012935677
84.0910628549499;0.187665063201348;0.537218697288655;0.423513094239874;0.414130618520659;3.12288311282263
77.487431615591;0.120540648698807;0.336246654391289;0.648586124181747;0.337851315736771;2.85959605649768
165.002949550748;0.0277364104986191;0.229098901152611;0.689702153205872;0.52461875975132;2.87803367149215
78.2467549294233;0.181647628545761;0.401361763477325;0.690401718020439;0.483603149652481;3.04616240324257
69.5238184481859;0.359033942222595;0.496579468250275;0.658572986721992;0.906503289937973;3.23940274129264
73.9266254473645;0.147633632238266;0.763583897936966;0.724365286914196;0.562220763085265;2.90678706939384
73.2513903099827;0.243647178667115;0.137498772262926;0.760451378922977;0.511594349277688;3.11639313080776
71.4567192047834;0.263822510838509;0.326572954654694;0.514320492744446;0.884476125240326;3.12939799435727
66.0565988719463;0.322772234678268;0.407349765300751;0.372116416692734;0.523685067892075;3.14872858691047
72.5395156294107;0.246298134326935;0.220244124531746;0.49918107688427;0.713716760277748;3.1126104247825
75.6212018281221;0.169154718518257;0.851030200719833;0.665303871035576;0.377460122108459;2.98557126722401
82.8395085354054;0.162751659956345;0.39299852693123;0.620628831731652;0.535378999250796;3.04800045412411
99.0283062160015;0.0691395998001099;0.122658297419548;0.425488755106926;0.268302321434021;2.83124556323989
108.570980787277;0.0458586663007736;0.659518837928772;0.343555629253387;0.71770291030407;2.73284894225054
87.9614619463682;0.0744954645633698;0.5101058781147;0.168914571404457;0.290785238146782;2.76071471052599
106.109200060368;0.0517682135105133;0.636022418737411;0.610797360539436;0.356019392609596;2.76556925894826
