"Linf";"K";"t_anchor";"C";"ts";"phiL"
"1";69.2656309753656;0.340931758284569;0.302529528737068;0.48404660820961;0.3821060359478;3.21370304783185
"2";47.3929025232792;0.552372470498085;0.409859955310822;0.440939426422119;0.658133655786514;3.09365864054261
"3";99.5418895184994;0.0750056952238083;0.567340895533562;0.606199026107788;0.267903536558151;2.87110600151671
"4";46.2798241078854;0.344251200556755;0.358558401465416;0.297200277447701;0.299082070589066;2.86765886289668
"5";47.1651252282347;0.551368074034042;0.17516540262698;0.486871552750302;0.46194057022335;3.08868359921047
"6";80.4602332618111;0.145121774503678;0.669480712619873;0.296007297620256;0.329525911521131;2.97289515476113
"7";41.8934391140938;0.973220944404602;0.651455789804459;0.473662331700325;0.521698400378227;3.23250347449528
"8";44.8312801493919;0.829262152330856;0.688049550982718;0.406983586644518;0.346794208577511;3.22185412505099
"9";45.4413976073265;0.818196073174477;0.601600080728531;0.72350786626339;0.331604540348053;3.22776075119013
"10";101.076239719987;0.132824435830116;0.420391634106636;0.799222081899643;0.376048192381859;3.13257613341758
"11";41.4983886778355;0.727336302399635;0.498346641659737;0.575872808694839;0.618967399001122;3.09779773240475
"12";44.1680467128754;0.930658683180809;0.829518795013428;0.477717414498329;0.397021114826202;3.25900682063047
"13";44.9952650368214;0.724799364805222;0.478418737649918;0.503386855125427;0.502178400754929;3.16655143265665
"14";48.8209201395512;0.501819506287575;0.317092821002007;0.205193355679512;0.513728141784668;3.0777594596412
"15";88.3481346517801;0.232359245419502;0.398579716682434;0.494187727570534;0.511481359601021;3.2585547262756
"16";106.014268264174;0.0980020016431808;0.517144680023193;0.341342493891716;0.398214340209961;3.04196358621474
"17";116.962013632059;0.0630167573690414;0.660031944513321;0.573626920580864;0.322881788015366;2.93554572516373
"18";45.5748225897551;0.753593102097511;0.583787739276886;0.649191364645958;0.420360654592514;3.19458688803576
"19";43.352414265275;0.708789020776749;0.515534818172455;0.481531038880348;0.563779771327972;3.12454355773593
"20";113.588718555839;0.165253357407306;0.346459358036756;0.550413644232516;0.499692829058087;3.32882069190014
"21";84.7829192876816;0.181980594992638;0.580522820353508;0.672190070152283;0.530229181051254;3.11664181330624
"22";45.5964786274992;0.714168557199391;0.510430151005648;0.81687456894371;0.486805539630808;3.17166333315558
"23";41.5999470353127;0.429148301482201;0.181814596056938;0.450968772172928;0.731762915849686;2.87079295335292
"24";94.9243368208408;0.0748261660337448;0.387419357895851;0.611669629812241;0.315433397889137;2.82880863661503
"25";91.6077889355316;0.210966322619473;0.318966755806527;0.553167654921639;0.469805426645828;3.24807793479478
"26";179.779845520854;0.0602221935987473;0.900834858417511;0.479728385806084;0.548314660787582;3.28923857651222
"27";58.0124568773375;0.435875625601533;0.207895916624244;0.703840656512237;0.957910450243041;3.16640510091888
"28";81.8229735344648;0.184171363711357;0.537911206483841;0.418621152639389;0.554089352488518;3.09097262023075
"29";94.433467105031;0.117914944887161;0.568387523293495;0.506187275052071;0.342744991183281;3.02182072236467
"30";55.839225590229;0.350033104419708;0.473554864525795;0.995905339717865;0.272358790040016;3.0379878929752
"31";45.4633693695068;0.84215022623539;0.722284123301506;0.584599077701569;0.442666247487068;3.24071280745829
"32";51.9683641940355;0.505827441811562;0.381170392036438;0.849657848477364;0.398374691605568;3.13548048023941
"33";149.517484411597;0.0866028666496277;0.480463281273842;0.406093835830688;0.627224743366241;3.28691623098429
