Linf,K,t0
99.85779724,0.043259857,-10.06350872
89.64740602,0.077245806,-2.863298173
88.50252225,0.06552156,-5.054782849
124.3005565,0.024857145,-14.32452224
77.02502657,0.14079518,0.680091267
169.1087594,0.013852916,-19.18915446
99.75154814,0.036929717,-12.016601
78.46984708,0.093658061,-4.000185838
133.9589059,0.017373122,-23.00153046
115.8565259,0.02406695,-18.15822385
128.0349493,0.026107526,-13.52242939
86.52988621,0.081294937,-3.103762592
102.8065704,0.040849367,-7.144389822
84.40690121,0.082424679,-3.444979627
86.58033953,0.065892534,-5.512223033
88.7696173,0.099250691,-1.131856835
114.5539395,0.022763469,-21.10859388
95.35650205,0.061723651,-4.692837194
112.6037651,0.032977948,-10.5881272
77.26968909,0.134806641,0.864570065
107.4679714,0.028495316,-16.43029216
78.89450273,0.109104823,-1.683214561
89.60892801,0.055260042,-9.864749758
130.8997984,0.027214142,-10.34630152
114.1392265,0.024815003,-17.79366139
123.6709392,0.023486049,-15.60194362
93.04422241,0.050001455,-7.206956984
91.59521209,0.065650734,-4.198113767
128.4066807,0.020345983,-17.25954394
86.65372872,0.074271358,-3.378306958
124.7820205,0.022795845,-16.17322617
83.4802804,0.085937698,-2.997234297
110.4680117,0.036636089,-9.124902961
83.15113046,0.090025939,-2.039762297
92.68510934,0.059448258,-5.985520124
96.15062477,0.048692501,-8.184921742
96.90162949,0.041305831,-10.05774359
77.30631006,0.078944351,-9.291773881
107.4491603,0.033972807,-12.48560544
101.6527484,0.050110878,-5.572078299
137.8671922,0.022440023,-11.94171367
148.9674546,0.014701666,-21.22196084
79.81228027,0.091173552,-3.535450631
109.2290345,0.035751257,-9.963135305
116.4198393,0.027476551,-14.65049861
121.6637445,0.022820221,-16.41797164
102.5950783,0.039142435,-9.267440057
101.828135,0.02938362,-20.64968145
118.3023849,0.028419239,-13.23331972
89.34603299,0.083272853,-2.48827186
109.6832631,0.02455225,-19.44527311
66.66551906,0.250742774,1.844648537
69.98288179,0.26178874,2.33602553
109.4207891,0.037580362,-7.850645278
103.3925484,0.042154742,-8.637662455
110.9845238,0.0366091,-7.568004864
83.12425505,0.059209206,-11.65442835
116.6115495,0.025782331,-17.49245706
89.03285931,0.077169274,-1.984657241
96.74363299,0.054552233,-6.110504049
118.5524563,0.022438356,-19.90477547
165.5733545,0.013784088,-19.10523438
103.9131227,0.030810724,-16.47200056
96.23148204,0.039343748,-11.27526746
84.40249822,0.080862661,-3.94094186
107.4855059,0.025843499,-20.07443628
90.12064507,0.072040164,-2.479767108
302.4674719,0.005010521,-31.66162604
250.616005,0.00685238,-26.82604299
105.2505511,0.036636319,-9.897119057
308.473687,0.005226359,-29.70455051
89.75364051,0.063502155,-6.215638554
90.24361279,0.047512603,-11.38303134
99.30989324,0.043278541,-9.332577762
81.69030854,0.088298433,-3.28348099
165.5733545,0.013784088,-19.10523438
89.14466448,0.053513526,-10.44985683
97.47416565,0.050817757,-6.975608256
97.25925819,0.045628574,-8.90747882
76.72792951,0.114992066,-1.013988704
95.79309775,0.046186273,-8.509362094
95.39837955,0.054678789,-5.868169466
99.17167034,0.049410656,-6.795151243
91.10795302,0.058551574,-6.541041861
96.48026151,0.043871721,-8.545811106
97.3309766,0.042755945,-8.676805743
122.333099,0.019690773,-21.34199213
130.0143056,0.021185594,-16.83579655
125.1776551,0.025329812,-14.04788292
114.9171668,0.02654928,-16.06673678
114.4259735,0.025299631,-18.13060846
130.0143056,0.021185594,-16.83579655
125.1776551,0.025329812,-14.04788292
114.9171668,0.02654928,-16.06673678
114.4259735,0.025299631,-18.13060846
82.05654409,0.098733502,-1.439386322
156.7467194,0.015796768,-17.89085712
84.75907417,0.099061421,-2.299380528
