"Linf";"K";"t_anchor";"C";"ts";"phiL"
"1";76.2828940153122;0.173160627484322;0.424544557929039;0.601857900619507;0.720699921250343;3.00330347274512
"2";81.9696990847588;0.133268192410469;0.470456823706627;0.405809581279755;0.223491802811623;2.95203318872748
"3";83.0145842730999;0.111273795366287;0.794496133923531;0.68695542216301;0.698119565844536;2.88470169607396
"4";69.6801955401897;0.270039841532707;0.303407341241837;0.64405882358551;0.643972814083099;3.1176465659423
"5";97.4767956691115;0.0673644781382907;0.779171868015143;0.33772171453277;0.527923555984474;2.80623343830424
"6";88.3137594312429;0.11335763335228;0.371213987469673;0.265858545899391;0.606918916106224;2.94650751556995
"7";79.5007131695747;0.200598493218422;0.797713339328766;0.417897567152977;0.539176374673843;3.10306971564123
"8";87.6219797432423;0.075470045208931;0.631458535790443;0.122205927968025;0.531887114048004;2.76300073307386
"9";73.7747647001718;0.219377410450651;0.67194260038212;0.763490802676;0.41057369558678;3.07700757176884
"10";95.1142025730492;0.0975532490891198;0.499047964492352;0.272213016235097;0.570085981582394;2.94573248085913
"11";81.9692609046134;0.134778930042974;0.513310648095;0.537040675013778;0.419447959947409;2.95692404272498
"12";82.3912859273341;0.127582483487639;0.457249579112052;0.627373221495916;0.9271482247728;2.93755361414054
"13";102.09833219133;0.0899953327112486;0.184047435920478;0.444196073559525;0.614145401627632;2.97225728249355
"14";69.5007336884737;0.357485294342041;0.452386528253555;0.53876031935215;0.384540542960167;3.23723695973089
"15";81.6642459183931;0.134961202740669;0.531688675284386;0.444197818636894;0.617465898394585;2.95427285227697
"16";99.8535893559456;0.0610425174236298;0.556717053055763;0.65351901948452;0.499666064977646;2.78435979727277
"17";80.8182459026575;0.140145361423492;0.626993730664253;0.461297109723091;0.315608859062195;2.96159756828302
"18";95.3305412958091;0.065738333584836;0.389253945810338;0.834023175047063;0.101283035750968;2.77628280884927
"19";86.4077397000012;0.0901933409574923;0.657571372574747;0.222396107810991;0.544950302844802;2.82827976398755
"20";110.308991459066;0.0443750738304301;0.536967446365249;0.276165425262072;0.60571543300829;2.73236091645098
"21";102.671460178887;0.0633849979211286;0.765840602655168;0.518797245855064;0.741809404902009;2.82488595750111
"22";86.9818364679813;0.102318555116653;0.321419239044189;0.369543835520744;0.248381480574608;2.88881154423429
"23";78.153327897191;0.180167883634567;0.441243246197701;0.758787795901299;0.56843289732933;3.04157232852333
